Level,WKT
378,"POLYGON ((-87.697553970329722 42.055163468990351,-87.697553970329722 41.896644346965303,-87.539585461408308 41.893378842037130,-87.539585461408308 42.051896047946293,-87.697553970329722 42.055163468990351))"
379,"POLYGON ((-77.010384951477221 38.923932369605538,-77.010384951477221 38.759415903966143,-76.825965214342972 38.738496885151136,-76.825965214342958 38.902987060775033,-77.010384951477221 38.923932369605538))"
380,"POLYGON ((-74.030012249838478 40.643076628676461,-74.030012249838478 40.484455567609658,-73.841906340776248 40.457710214230381,-73.841906340776248 40.616308079144915,-74.030012249838478 40.643076628676461))"
381,"POLYGON ((-76.641271214447258 39.372594033689424,-76.641271214447258 39.209384499634311,-76.456308667788619 39.187716975637890,-76.456308667788619 39.350901517877624,-76.641271214447258 39.372594033689424))"
382,"POLYGON ((-76.825965214342958 39.393949623272938,-76.825965214342972 39.230715576826114,-76.641271214447258 39.209384499634311,-76.641271214447258 39.372594033689424,-76.825965214342958 39.393949623272938))"
383,"POLYGON ((-71.192380529904966 42.375155408736539,-71.192380529904980 42.222881667675665,-71.002231070579597 42.190479924221499,-71.002231070579597 42.342737277502231,-71.192380529904966 42.375155408736539))"
384,"POLYGON ((-3.097701981326218 43.287649162866948,-3.017571181608344 43.289785501208328,-3.017571181608344 43.366975129566939,-3.097701981326218 43.364838454724783,-3.097701981326218 43.287649162866948))"
385,"POLYGON ((34.064141913763066 26.699751928608848,34.153194711768165 26.675549539722390,34.153194711768165 26.758337227707003,34.064141913763066 26.782591521205742,34.064141913763066 26.699751928608848))"
386,"POLYGON ((33.975001757337139 26.806803495296709,34.064141913763066 26.782591521205742,34.064141913763066 26.865406438192508,33.975001757337139 26.889669949331545,33.975001757337139 26.806803495296709))"
387,"POLYGON ((30.527909573615567 37.019790634886938,30.619989528429777 36.993642822091509,30.619989528429777 37.071594648532930,30.527909573615567 37.097762750738980,30.527909573615567 37.019790634886938))"
388,"POLYGON ((30.527909573615567 36.941738332893728,30.619989528429777 36.915611024296730,30.619989528429777 36.993642822091509,30.527909573615567 37.019790634886938,30.527909573615567 36.941738332893728))"
389,"POLYGON ((103.821626096453116 1.251788585190208,103.914399045409922 1.251288440866379,103.914399045409922 1.326140370894019,103.821626096453116 1.326670413011366,103.821626096453116 1.251788585190208))"
390,"POLYGON ((103.728916678193315 1.252285109318208,103.821626096453116 1.251788585190208,103.821626096453116 1.326670413011366,103.728916678193315 1.327196618498973,103.728916678193315 1.252285109318208))"
391,"POLYGON ((103.821626096453116 1.177043911973814,103.914399045409922 1.176573614088125,103.914399045409922 1.251288440866379,103.821626096453116 1.251788585190208,103.821626096453116 1.177043911973814))"
392,"POLYGON ((121.445617892919273 25.096738305016640,121.537000313248043 25.075242749082836,121.537000313248043 25.160103734102080,121.445617892919273 25.181652316378472,121.445617892919273 25.096738305016640))"
393,"POLYGON ((121.262636610744408 24.799353106923430,121.354163136850730 24.778163761020185,121.354163136850730 24.863191937375923,121.262636610744408 24.884434773577436,121.262636610744408 24.799353106923430))"
394,"POLYGON ((122.265388728696848 37.819333770812698,122.356095183711972 37.791550516508984,122.356095183711972 37.867761864048411,122.265388728696848 37.895563984541120,122.265388728696848 37.819333770812698))"
395,"POLYGON ((122.174604986841615 37.694309665290980,122.265388728696848 37.666631405366708,122.265388728696848 37.743022824598569,122.174604986841615 37.770720267211914,122.174604986841615 37.694309665290980))"
396,"POLYGON ((122.174604986841615 37.770720267211914,122.265388728696848 37.743022824598569,122.265388728696848 37.819333770812698,122.174604986841615 37.847050179200693,122.174604986841615 37.770720267211914))"
397,"POLYGON ((122.446723817538441 37.687428051783755,122.537274099018504 37.659531319072741,122.537274099018504 37.735784662659498,122.446723817538441 37.763700714088898,122.446723817538441 37.687428051783755))"
398,"POLYGON ((120.803947443738579 35.366616818123880,120.895824227329015 35.340718681012454,120.895824227329015 35.420137465601741,120.803947443738579 35.446060639313110,120.803947443738579 35.366616818123880))"
399,"POLYGON ((120.803947443738579 35.287099707609435,120.895824227329015 35.261226829536461,120.895824227329015 35.340718681012454,120.803947443738579 35.366616818123880,120.803947443738579 35.287099707609435))"
400,"POLYGON ((118.299434995724084 34.013054399854731,118.392941706205818 33.989667840812203,118.392941706205818 34.071586126246885,118.299434995724056 34.094999609032541,118.299434995724084 34.013054399854731))"
401,"POLYGON ((118.299434995724056 34.094999609032541,118.392941706205818 34.071586126246885,118.392941706205818 34.153434073520195,118.299434995724056 34.176874265639640,118.299434995724056 34.094999609032541))"
402,"POLYGON ((118.392941706205818 34.071586126246885,118.486396296113796 34.048101959268607,118.486396296113796 34.129923061561257,118.392941706205818 34.153434073520195,118.392941706205818 34.071586126246885))"
403,"POLYGON ((118.392941706205818 33.989667840812203,118.486396296113796 33.966210733729376,118.486396296113796 34.048101959268607,118.392941706205818 34.071586126246885,118.392941706205818 33.989667840812203))"
404,"POLYGON ((73.935982114337421 40.629736433321796,74.030012249838478 40.643076628676461,74.030012249838478 40.722226291835803,73.935982114337421 40.708880489804564,73.935982114337421 40.629736433321796))"
405,"POLYGON ((74.123995985473300 40.814531536204242,74.217932560642822 40.827706513259564,74.217932560642822 40.906651550302058,74.123995985473300 40.893471289549765,74.123995985473300 40.814531536204242))"
406,"POLYGON ((74.030012249838478 40.880202851376716,74.123995985473300 40.893471289549765,74.123995985473300 40.972303009536752,74.030012249838478 40.959029343282175,74.030012249838478 40.880202851376716))"
407,"POLYGON ((73.747785692138834 42.624912632341513,73.841906340776248 42.638542806721972,73.841906340776248 42.714832011741535,73.747785692138834 42.701198878277260,73.747785692138834 42.624912632341513))"
408,"POLYGON ((73.653620932557359 42.611192965495029,73.747785692138834 42.624912632341513,73.747785692138834 42.701198878277260,73.653620932557359 42.687476215473318,73.653620932557359 42.611192965495029))"
409,"POLYGON ((73.653620932557359 42.687476215473318,73.747785692138834 42.701198878277260,73.747785692138834 42.777373487071614,73.653620932557359 42.763647929782636,73.653620932557359 42.687476215473318))"
410,"POLYGON ((12.641745487603641 56.002594647824253,12.683608306356357 56.088917982930226,12.553599650500349 56.102392417194622,12.512138086812906 56.015998085220531,12.641745487603641 56.002594647824253))"
411,"POLYGON ((12.729394506065741 55.902849075894267,12.771432099238803 55.989037574425488,12.641745487603641 56.002594647824253,12.600106668047085 55.916334786871957,12.729394506065741 55.902849075894267))"
412,"POLYGON ((13.333180745856119 55.747358197716757,13.376969320141255 55.833116850075243,13.247308829378742 55.847371424413815,13.203913980693137 55.761538040601607,13.333180745856119 55.747358197716757))"
413,"POLYGON ((12.989400235939311 55.603939610753592,13.031946405428824 55.689720062548631,12.903217959861156 55.703520162617394,12.861063228582907 55.617667280716084,12.989400235939311 55.603939610753592))"
414,"POLYGON ((12.947078704900040 55.518223550355728,12.989400235939311 55.603939610753592,12.861063228582907 55.617667280716084,12.819131345975018 55.531879185565572,12.947078704900040 55.518223550355728))"
415,"POLYGON ((13.203913980693137 55.761538040601607,13.247308829378742 55.847371424413815,13.117719332020817 55.861471647212170,13.074718877512421 55.775564283582469,13.203913980693137 55.761538040601607))"
416,"POLYGON ((13.247308829378742 55.847371424413815,13.290935164388729 55.933266913815814,13.160949464648089 55.947441522301254,13.117719332020817 55.861471647212170,13.247308829378742 55.847371424413815))"
417,"POLYGON ((9.153132542823814 45.082700849602674,9.176845841927237 45.156189901217637,9.086934264045340 45.163416207046723,9.063445444709723 45.089890245409215,9.153132542823814 45.082700849602674))"
418,"POLYGON ((6.864605958544457 47.558539646673090,6.883464418725109 47.636434522717579,6.789936149639813 47.642017416159902,6.771329096233359 47.564093506325570,6.864605958544457 47.558539646673090))"
419,"POLYGON ((6.771329096233359 47.564093506325570,6.789936149639813 47.642017416159902,6.696530259628511 47.647515966846285,6.678174481177183 47.569563453665346,6.771329096233359 47.564093506325570))"
420,"POLYGON ((13.376476122404927 52.459460654496787,13.417020180628761 52.541674542686636,13.299772254391282 52.555115309127594,13.259556663118190 52.472832045584859,13.376476122404927 52.459460654496787))"
421,"POLYGON ((13.417020180628761 52.541674542686636,13.457761821747768 52.623966144391993,13.340184061541391 52.637476655028557,13.299772254391282 52.555115309127594,13.417020180628761 52.541674542686636))"
422,"POLYGON ((8.591780494179993 49.864903217797746,8.616572495993243 49.945629578924759,8.513642456355438 49.953265481570163,8.489137821916403 49.872499264820256,8.591780494179993 49.864903217797746))"
423,"POLYGON ((7.066694550981822 50.798500275001466,7.087580202950492 50.880872442756356,6.983807381632491 50.887141512299301,6.963221425589651 50.804736338984789,7.066694550981822 50.798500275001466))"
424,"POLYGON ((6.983807381632491 50.887141512299301,7.004492890585685 50.969648938965825,6.900550985702476 50.975849221346472,6.880166456236167 50.893309131854707,6.983807381632491 50.887141512299301))"
425,"POLYGON ((4.286819226227336 52.028504739036123,4.299900026608515 52.112984220815626,4.196342020034360 52.116712352131849,4.183573981127757 52.032213016523258,4.286819226227336 52.028504739036123))"
426,"POLYGON ((4.390222706756181 52.024699702122795,4.403616576890129 52.109158816086300,4.299900026608515 52.112984220815626,4.286819226227336 52.028504739036123,4.390222706756181 52.024699702122795))"
427,"POLYGON ((0.094215682797453 51.599126556475284,0.094500850819688 51.683389620568391,0.000000000000000 51.683427531254758,0.000000000000000 51.599164264880422,0.094215682797453 51.599126556475284))"
428,"POLYGON ((0.188046635444596 51.514857385600884,0.188614689739823 51.599013137351200,0.094215682797453 51.599126556475284,0.093931930178619 51.514970199759325,0.188046635444596 51.514857385600884))"
429,"POLYGON ((0.093931930178619 51.514970199759325,0.094215682797453 51.599126556475284,0.000000000000000 51.599164264880422,0.000000000000000 51.515007707031018,0.093931930178619 51.514970199759325))"
430,"POLYGON ((0.093649582928068 51.430920852423434,0.093931930178619 51.514970199759325,0.000000000000000 51.515007707031018,0.000000000000000 51.430958159702335,0.093649582928068 51.430920852423434))"
431,"POLYGON ((0.281494927242667 51.430621085824683,0.282343603485658 51.514668826218767,0.188046635444596 51.514857385600884,0.187481394577766 51.430808639799807,0.281494927242667 51.430621085824683))"
432,"POLYGON ((0.375689667345347 51.430357754739440,0.376822316065474 51.514404083530472,0.282343603485658 51.514668826218767,0.281494927242667 51.430621085824683,0.375689667345347 51.430357754739440))"
433,"POLYGON ((2.360214116592562 48.775411084336341,2.366906933575234 48.855768332630277,2.277171501880179 48.857571231795745,2.270731883631817 48.777204481118147,2.360214116592562 48.775411084336341))"
434,"POLYGON ((2.449850968011199 48.773545006575588,2.456797355489812 48.853892368326832,2.366906933575234 48.855768332630277,2.360214116592562 48.775411084336341,2.449850968011199 48.773545006575588))"
435,"POLYGON ((0.000000000000000 51.347015921617647,0.000000000000000 51.430958159702335,-0.093649582928068 51.430920852423434,-0.093368631104103 51.346978813197950,0.000000000000000 51.347015921617647))"
436,"POLYGON ((0.000000000000000 51.430958159702335,0.000000000000000 51.515007707031018,-0.093931930178619 51.514970199759325,-0.093649582928068 51.430920852423434,0.000000000000000 51.430958159702335))"
437,"POLYGON ((-73.518245382611141 45.469454633783577,-73.616794667208353 45.483985298924232,-73.658594644778631 45.412809054407099,-73.560268628229935 45.398349833134347,-73.518245382611141 45.469454633783577))"
438,"POLYGON ((-73.616794667208353 45.483985298924232,-73.715301401407928 45.498417560807695,-73.756877714680755 45.427170302817444,-73.658594644778631 45.412809054407099,-73.616794667208353 45.483985298924232))"
439,"POLYGON ((-122.969703371226899 49.286354986357360,-123.082421692282409 49.250124322260760,-122.998474212167991 49.186288494836084,-122.885902945147237 49.222368075441800,-122.969703371226899 49.286354986357360))"
440,"POLYGON ((-122.141730005018260 47.673731028329115,-122.250312023594006 47.639694294247846,-122.170972234435439 47.576986307687847,-122.062534630582576 47.610880390558464,-122.141730005018260 47.673731028329115))"
441,"POLYGON ((-122.062534630582576 47.610880390558464,-122.170972234435439 47.576986307687847,-122.091895707611840 47.514282015152915,-121.983602864611470 47.548033919696145,-122.062534630582576 47.610880390558464))"
442,"POLYGON ((-122.752652136595486 45.587577657033805,-122.855664752886369 45.554385398473038,-122.778895119814393 45.494873214879959,-122.676007943888195 45.527928971354996,-122.752652136595486 45.587577657033805))"
443,"POLYGON ((-122.676007943888195 45.527928971354996,-122.778895119814393 45.494873214879959,-122.702363713456052 45.435368950280640,-122.599602322242461 45.468288647242943,-122.676007943888195 45.527928971354996))"
